gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
637516671	289	100	122	286	1	169	8.6e-62	207.2	pfam01729	QRPTase_C	169
637516672	196	100	24	172	2	129	3.3e-22	78.6	pfam01510	Amidase_2	130
637516673	515	100	28	489	3	433	0.0e+00	442.4	pfam03023	MVIN	452
637516674	232	100	9	131	4	124	1.3e-31	108.9	pfam01346	FKBP_N	124
637516674	232	100	135	226	1	96	5.0e-28	96.7	pfam00254	FKBP_C	96
637516675	235	100	22	137	11	124	1.5e-28	99	pfam01346	FKBP_N	124
637516675	235	100	141	232	1	96	2.2e-29	101	pfam00254	FKBP_C	96
637516676	736	100	11	270	1	151	1.3e-37	128.6	pfam02706	Wzz	152
637516676	736	100	543	720	1	158	3.4e-15	55.6	pfam01656	CbiA	194
637516677	143	100	5	142	1	138	9.0e-45	151.7	pfam01451	LMWPc	140
637516678	367	100	69	165	6	82	1.4e-20	72.4	pfam02563	Poly_export	83
637516678	367	100	170	220	2	47	2.0e-05	24.1	pfam10531	SLBB	59
637516679	387	100	1	172	1	177	6.0e-43	146	pfam03721	UDPG_MGDP_dh_N	185
637516679	387	100	189	282	2	95	3.2e-27	94.2	pfam00984	UDPG_MGDP_dh	96
637516679	387	100	299	382	2	80	2.9e-08	33.5	pfam03720	UDPG_MGDP_dh_C	106
637516680	294	100	12	195	15	160	1.3e-05	24.5	pfam00535	Glycos_transf_2	169
637516681	309	100	4	178	2	165	6.2e-27	93.9	pfam00535	Glycos_transf_2	169
637516682	416	100	6	277	2	266	5.4e-26	91.1	pfam01943	Polysacc_synt	273
637516683	356	100	4	252	1	238	5.1e-79	264.7	pfam01370	Epimerase	238
637516684	302	100	1	302	1	285	3.1e-103	344.3	pfam04321	RmlD_sub_bind	287
637516685	299	100	8	246	1	246	8.5e-71	237.8	pfam00483	NTP_transferase	248
637516686	187	100	3	184	2	175	1.1e-73	246	pfam00908	dTDP_sugar_isom	177
637516687	359	100	170	334	15	158	3.7e-22	78.2	pfam00534	Glycos_transf_1	172
637516688	315	100	9	213	2	141	4.2e-15	55.5	pfam00535	Glycos_transf_2	169
637516690	339	100	152	319	8	162	1.2e-32	112.3	pfam00534	Glycos_transf_1	172
637516691	265	100	4	182	4	164	3.8e-16	58.9	pfam00535	Glycos_transf_2	169
637516692	472	100	6	290	2	247	1.1e-79	266.9	pfam00483	NTP_transferase	248
637516692	472	100	317	467	1	151	5.8e-77	256.1	pfam01050	MannoseP_isomer	151
637516693	430	100	12	198	2	179	8.6e-50	168.3	pfam03721	UDPG_MGDP_dh_N	185
637516693	430	100	206	300	1	95	6.8e-27	93.2	pfam00984	UDPG_MGDP_dh	96
637516693	430	100	323	423	1	106	8.2e-23	80.2	pfam03720	UDPG_MGDP_dh_C	106
637516694	343	100	18	264	1	238	5.9e-53	179.4	pfam01370	Epimerase	238
637516695	431	100	30	431	1	399	6.8e-33	113.4	pfam03023	MVIN	452
637516696	366	100	191	352	16	161	2.6e-29	101.5	pfam00534	Glycos_transf_1	172
637516697	363	100	173	341	10	168	2.8e-28	98.1	pfam00534	Glycos_transf_1	172
637516698	378	100	195	354	18	171	1.9e-30	105.2	pfam00534	Glycos_transf_1	172
637516699	204	100	3	183	1	185	8.4e-67	223.6	pfam02397	Bac_transf	187
637516701	391	100	10	383	2	361	2.2e-101	339.1	pfam01041	DegT_DnrJ_EryC1	363
637516702	629	100	292	581	1	293	6.9e-125	415.5	pfam02719	Polysacc_synt_2	296
637516703	454	100	264	454	1	183	2.4e-71	238.4	pfam02397	Bac_transf	187
637516704	295	100	8	276	2	225	1.3e-23	83.2	pfam00483	NTP_transferase	248
637516705	423	100	186	281	3	96	5.5e-22	77.4	pfam00984	UDPG_MGDP_dh	96
637516705	423	100	303	407	1	106	1.7e-25	88.9	pfam03720	UDPG_MGDP_dh_C	106
637516706	557	100	56	548	1	486	0.0e+00	522.2	pfam00342	PGI	486
637516707	339	100	4	263	1	238	5.0e-56	189.5	pfam01370	Epimerase	238
637516708	568	100	209	364	2	157	1.8e-14	53.5	pfam04932	Wzy_C	163
637516708	568	100	382	567	5	187	1.9e-17	63.5	pfam11846	DUF3366	193
637516709	457	100	5	137	3	136	4.0e-36	123.2	pfam02878	PGM_PMM_I	138
637516709	457	100	151	256	2	105	1.6e-20	73	pfam02879	PGM_PMM_II	105
637516709	457	100	260	371	1	111	1.6e-27	95.4	pfam02880	PGM_PMM_III	111
637516709	457	100	376	455	1	70	4.4e-12	45.5	pfam00408	PGM_PMM_IV	73
637516710	299	100	6	64	2	57	2.8e-13	49	pfam00126	HTH_1	60
637516710	299	100	96	296	9	206	1.7e-22	79.2	pfam03466	LysR_substrate	209
637516711	551	100	17	542	1	521	0.0e+00	720.7	pfam02652	Lactate_perm	522
637516712	250	100	3	66	2	64	3.6e-18	64.4	pfam00392	GntR	64
637516712	250	100	95	223	2	124	4.3e-21	75.2	pfam07729	FCD	125
637516713	384	100	13	377	1	353	2.9e-124	414.1	pfam01070	FMN_dh	355
637516714	572	100	48	190	3	114	1.9e-07	30.3	pfam01565	FAD_binding_4	138
637516714	572	100	279	567	1	291	0.0e+00	468.1	pfam09330	Lact-deh-memb	291
637516716	87	100	11	85	1	75	3.8e-08	32.7	pfam03083	MtN3_slv	88
637516717	404	100	26	393	3	361	3.4e-79	266.1	pfam00155	Aminotran_1_2	363
637516718	156	100	9	55	8	48	1.1e-05	24.7	pfam01047	MarR	59
637516718	156	100	70	144	2	74	9.7e-20	69.7	pfam01037	AsnC_trans_reg	74
637516719	419	100	2	397	2	358	1.3e-76	257.4	pfam01266	DAO	358
637516720	365	100	9	220	1	214	3.8e-51	173.3	pfam01168	Ala_racemase_N	214
637516720	365	100	235	364	2	127	1.6e-36	124.2	pfam00842	Ala_racemase_C	129
637516721	119	100	5	118	7	120	4.7e-24	84.1	pfam01042	Ribonuc_L-PSP	121
637516722	459	100	9	457	1	473	2.6e-102	342.3	pfam00324	AA_permease	479
637516723	173	100	23	173	2	152	4.1e-24	85	pfam00419	Fimbrial	153
637516724	238	100	14	138	2	121	2.2e-39	133.6	pfam00345	Pili_assembly_N	122
637516724	238	100	161	231	1	65	9.0e-13	47.5	pfam02753	Pili_assembly_C	68
637516725	869	100	44	849	1	780	0.0e+00	654	pfam00577	Usher	783
637516727	245	100	22	148	2	121	4.0e-35	119.9	pfam00345	Pili_assembly_N	122
637516727	245	100	172	233	3	47	2.1e-06	27.1	pfam02753	Pili_assembly_C	68
637516728	324	100	271	310	2	42	1.2e-08	34.1	pfam00165	HTH_AraC	42
637516729	294	100	24	146	1	124	3.9e-16	58.9	pfam00892	EamA	126
637516729	294	100	164	284	2	123	4.7e-13	48.9	pfam00892	EamA	126
637516730	515	100	13	84	1	61	1.8e-10	40.7	pfam08666	SAF	63
637516730	515	100	108	515	3	394	0.0e+00	474.9	pfam04295	GD_AH_C	395
637516731	427	100	2	380	1	353	5.4e-62	209.2	pfam07690	MFS_1	353
637516732	444	100	183	283	1	96	3.2e-16	58.6	pfam01188	MR_MLE	98
637516733	303	100	10	301	3	288	4.3e-86	287.7	pfam00701	DHDPS	289
637516734	526	100	15	479	6	438	1.7e-45	154.8	pfam00171	Aldedh	462
637516735	237	100	13	76	2	64	4.1e-19	67.5	pfam00392	GntR	64
637516735	237	100	100	230	2	124	2.4e-23	82.5	pfam07729	FCD	125
637516736	322	100	6	322	28	146	3.1e-21	75.2	pfam00389	2-Hacid_dh	150
637516736	322	100	111	292	1	178	5.9e-50	168.5	pfam02826	2-Hacid_dh_C	178
637516738	347	100	11	56	1	46	2.2e-16	58.9	pfam00356	LacI	46
637516738	347	100	121	335	57	262	3.4e-10	39.2	pfam00532	Peripla_BP_1	279
637516739	441	100	17	398	2	384	3.3e-65	219.7	pfam00860	Xan_ur_permease	389
637516740	476	100	67	385	2	328	1.6e-27	96.7	pfam01979	Amidohydro_1	328
637516741	240	100	9	233	3	237	1.1e-26	93.4	pfam01925	TauE	239
637516746	102	100	9	86	4	75	9.2e-26	89.2	pfam01722	BolA	75
637516747	130	100	3	130	3	120	9.0e-10	38	pfam04247	SirB	123
637516748	279	100	5	254	2	183	5.5e-31	107.1	pfam01656	CbiA	194
637516750	196	100	12	192	2	152	2.5e-06	26.5	pfam01810	LysE	192
637516751	228	100	58	184	1	123	7.2e-24	84	pfam09335	SNARE_assoc	123
637516752	140	100	21	101	3	84	8.2e-17	61.1	pfam07681	DoxX	85
637516753	122	100	2	119	15	126	3.1e-18	65.4	pfam04076	BOF	126
637516754	550	100	41	226	2	191	2.8e-40	137.5	pfam00117	GATase	192
637516754	550	100	237	340	14	96	1.2e-08	33.8	pfam02540	NAD_synthase	242
637516754	550	100	457	549	2	93	8.1e-39	130.9	pfam00958	GMP_synt_C	93
637516755	826	100	373	501	47	159	9.9e-05	21.5	pfam11739	DctA-YdbH	207
637516756	175	100	29	107	4	85	6.6e-19	67	pfam03551	PadR	86
637516758	79	100	15	74	1	60	9.9e-18	63.3	pfam11391	DUF2798	60
637516759	315	100	36	138	4	107	8.9e-30	102.4	pfam02678	Pirin	107
637516759	315	100	189	292	2	101	2.9e-18	65.5	pfam05726	Pirin_C	104
637516760	132	100	37	130	1	98	3.2e-17	62.2	pfam02566	OsmC	99
637516761	227	100	15	88	5	74	2.8e-13	49.5	pfam02798	GST_N	75
637516761	227	100	156	216	32	95	5.5e-05	22.7	pfam00043	GST_C	95
637516762	288	100	194	235	1	41	2.2e-08	33.3	pfam00165	HTH_AraC	42
637516762	288	100	245	285	5	38	1.2e-09	37.4	pfam00165	HTH_AraC	42
637516763	305	100	11	135	1	125	5.5e-14	52	pfam00892	EamA	126
637516763	305	100	164	286	15	125	5.1e-14	52	pfam00892	EamA	126
637516764	418	100	53	284	1	163	1.3e-62	210	pfam08857	ParBc_2	163
637516765	200	100	124	199	3	76	7.0e-18	64.2	pfam05036	SPOR	76
637516766	596	100	3	91	3	83	7.5e-21	74.1	pfam03485	Arg_tRNA_synt_N	83
637516766	596	100	99	248	3	121	7.7e-24	83.8	pfam00750	tRNA-synt_1d	354
637516766	596	100	251	497	137	318	2.7e-40	137.9	pfam00750	tRNA-synt_1d	354
637516766	596	100	475	596	1	119	4.3e-34	116.7	pfam05746	DALR_1	119
637516768	566	100	82	262	1	182	1.2e-77	259.3	pfam00390	malic	182
637516768	566	100	272	532	1	255	8.9e-93	310.1	pfam03949	Malic_M	255
637516769	1106	100	438	542	2	76	1.6e-16	59.7	pfam04717	Phage_base_V	79
637516769	1106	100	843	997	4	154	1.8e-42	144.3	pfam10106	DUF2345	156
637516770	727	100	112	155	1	44	5.9e-12	44.9	pfam01476	LysM	44
637516770	727	100	575	691	11	86	7.4e-05	22.9	pfam07486	Hydrolase_2	108
637516773	307	100	5	301	49	311	2.3e-76	256.2	pfam04261	Dyp_perox	313
637516774	208	100	14	205	3	188	1.8e-31	108.5	pfam01810	LysE	192
637516775	271	100	4	260	3	256	4.2e-53	179.9	pfam00950	ABC-3	258
637516776	259	100	50	154	1	117	6.9e-18	64.8	pfam00005	ABC_tran	118
637516777	162	100	34	155	2	118	9.0e-10	38.2	pfam01475	FUR	120
637516778	284	100	8	280	4	264	3.5e-39	134.3	pfam01297	SBP_bac_9	303
637516779	132	100	15	112	2	100	8.1e-22	76.9	pfam03899	ATP_synt_I	100
637516780	291	100	46	286	3	214	3.7e-57	192.9	pfam00119	ATP-synt_A	215
637516781	81	100	7	76	2	66	7.5e-15	54.2	pfam00137	ATP-synt_C	66
637516782	156	100	6	137	1	132	1.7e-32	111.6	pfam00430	ATP-synt_B	132
637516783	178	100	7	176	1	172	3.5e-54	182.9	pfam00213	OSCP	172
637516784	519	100	31	98	4	69	2.0e-14	53.2	pfam02874	ATP-synt_ab_N	69
637516784	519	100	154	381	1	215	7.4e-72	241	pfam00006	ATP-synt_ab	215
637516784	519	100	393	511	1	91	9.3e-20	70.8	pfam00306	ATP-synt_ab_C	113
637516785	289	100	2	289	1	290	2.0e-106	355.2	pfam00231	ATP-synt	290
637516786	464	100	6	71	1	68	1.5e-21	76	pfam02874	ATP-synt_ab_N	69
637516786	464	100	127	346	1	215	3.7e-63	212.5	pfam00006	ATP-synt_ab	215
637516786	464	100	359	464	2	108	3.8e-25	88.2	pfam00306	ATP-synt_ab_C	113
637516787	139	100	4	83	1	80	5.7e-30	102.5	pfam02823	ATP-synt_DE_N	80
637516788	159	100	14	127	1	117	7.3e-32	109.3	pfam11008	DUF2846	117
637516790	294	100	21	292	3	300	1.6e-34	119	pfam01263	Aldose_epim	301
637516792	181	100	5	112	1	107	7.3e-40	134.3	pfam00255	GSHPx	108
637516793	259	100	217	257	5	40	4.1e-08	32.4	pfam00165	HTH_AraC	42
637516794	401	100	17	340	2	331	4.8e-31	107.5	pfam07690	MFS_1	353
637516795	234	100	42	86	2	44	1.8e-10	39.9	pfam00440	TetR_N	47
637516796	303	100	20	145	1	125	2.9e-20	72.2	pfam00892	EamA	126
637516796	303	100	169	291	1	123	6.6e-18	64.6	pfam00892	EamA	126
637516797	393	100	63	351	3	287	5.1e-50	169.6	pfam02608	Bmp	306
637516798	216	100	4	106	11	86	1.1e-15	56.6	pfam00355	Rieske	97
637516801	315	100	13	72	3	60	2.7e-16	58.7	pfam00126	HTH_1	60
637516801	315	100	97	306	3	207	2.2e-26	91.9	pfam03466	LysR_substrate	209
637516803	184	100	28	131	2	102	5.7e-20	70.5	pfam00383	dCMP_cyt_deam_1	102
637516804	519	100	52	173	1	118	2.8e-26	91.8	pfam00005	ABC_tran	118
637516805	373	100	63	342	3	267	4.6e-41	140.2	pfam02653	BPD_transp_2	267
637516806	305	100	7	284	3	266	1.3e-29	102.7	pfam02653	BPD_transp_2	267
637516807	192	100	13	192	2	177	1.2e-34	118.8	pfam01300	Sua5_yciO_yrdC	179
637516808	383	100	79	287	8	211	4.4e-73	244.3	pfam02481	DNA_processg_A	212
637516809	387	100	61	107	1	42	3.9e-12	45.5	pfam01476	LysM	44
637516810	174	100	3	154	2	156	1.9e-54	182.9	pfam01327	Pep_deformylase	157
637516811	160	100	22	157	14	122	1.9e-07	30.9	pfam11162	DUF2946	122
637516812	662	100	49	152	17	105	3.6e-12	46.2	pfam07715	Plug	108
637516812	662	100	409	661	14	277	4.3e-18	65.8	pfam00593	TonB_dep_Rec	277
637516815	197	100	17	63	1	47	8.3e-12	44.2	pfam00440	TetR_N	47
637516822	800	100	33	420	1	300	0.0e+00	489.6	pfam08497	Radical_SAM_N	300
637516822	800	100	421	627	1	163	1.0e-17	64.5	pfam04055	Radical_SAM	166
637516822	800	100	635	779	1	150	3.7e-73	244.1	pfam11842	DUF3362	151
637516823	172	100	32	146	2	124	1.1e-24	86.1	pfam10881	DUF2726	126
637516824	117	100	2	116	3	120	8.9e-23	80	pfam01042	Ribonuc_L-PSP	121
637516825	445	100	18	433	4	432	1.3e-25	89.5	pfam00083	Sugar_tr	451
637516827	351	100	7	153	1	150	4.4e-51	172.2	pfam00817	IMS	150
637516827	351	100	164	196	5	32	2.9e-08	32.9	pfam11798	IMS_HHH	33
637516827	351	100	208	333	2	117	2.0e-13	50.5	pfam11799	IMS_C	135
637516828	264	100	59	233	2	181	1.7e-43	148.2	pfam01183	Glyco_hydro_25	181
637516829	465	100	23	415	2	352	8.4e-50	169.1	pfam07690	MFS_1	353
637516830	205	100	64	194	1	132	1.2e-43	147.8	pfam03641	Lysine_decarbox	133
637516831	531	100	16	206	2	183	1.3e-49	167.8	pfam03741	TerC	184
637516831	531	100	376	431	8	56	1.5e-06	27.4	pfam00571	CBS	57
637516831	531	100	444	524	2	78	2.1e-18	65.5	pfam03471	CorC_HlyC	81
637516832	158	100	138	158	1	20	3.2e-08	32.6	pfam02810	SEC-C	21
637516833	214	100	3	83	2	79	4.1e-22	77.2	pfam03458	UPF0126	81
637516833	214	100	89	168	1	78	1.0e-22	79.2	pfam03458	UPF0126	81
637516834	439	100	23	438	44	447	2.4e-45	154.6	pfam00083	Sugar_tr	451
637516835	738	100	33	470	1	426	0.0e+00	446.7	pfam00521	DNA_topoisoIV	426
637516835	738	100	594	641	2	41	4.7e-01	9.4	pfam03989	DNA_gyraseA_C	50
637516835	738	100	642	689	3	46	8.5e-05	21.4	pfam03989	DNA_gyraseA_C	50
637516836	559	100	52	491	1	417	1.1e-114	382.7	pfam00501	AMP-binding	418
637516838	132	100	3	130	3	122	1.4e-20	72.8	pfam01124	MAPEG	123
637516839	175	100	17	175	2	155	4.4e-58	194.8	pfam00719	Pyrophosphatase	156
637516840	433	100	5	432	4	415	3.3e-119	397.9	pfam03573	OprD	415
637516841	274	100	25	274	6	226	2.0e-26	92.8	pfam09694	Gcw_chp	226
637516842	495	100	190	393	1	206	3.4e-95	316.7	pfam01078	Mg_chelatase	207
637516843	97	100	23	91	5	70	5.4e-11	42	pfam04380	DUF526	70
637516844	112	100	4	105	1	102	9.5e-43	144.5	pfam00543	P-II	102
637516845	466	100	74	466	1	397	2.7e-119	397.9	pfam00909	Ammonium_transp	399
637516846	159	100	49	137	2	88	2.6e-18	65.9	pfam03477	ATP-cone	89
637516847	362	100	4	104	2	102	1.7e-20	72.2	pfam00383	dCMP_cyt_deam_1	102
637516847	362	100	151	353	1	198	7.9e-42	142.8	pfam01872	RibD_C	200
637516848	431	100	29	355	1	208	1.1e-25	90.3	pfam02086	MethyltransfD12	260
637516849	219	100	3	86	1	85	2.5e-21	75	pfam00677	Lum_binding	85
637516849	219	100	99	183	1	85	6.4e-24	83.3	pfam00677	Lum_binding	85
637516852	135	100	1	132	1	136	5.1e-31	107	pfam04364	DNA_pol3_chi	137
637516853	482	100	19	135	4	125	2.4e-13	49.6	pfam02789	Peptidase_M17_N	125
637516853	482	100	167	472	2	311	4.8e-121	403.1	pfam00883	Peptidase_M17	311
637516854	366	100	5	350	1	354	1.4e-76	257.2	pfam03739	YjgP_YjgQ	355
637516855	356	100	5	354	3	355	3.6e-67	226.2	pfam03739	YjgP_YjgQ	355
637516856	515	100	9	508	2	261	5.4e-90	300.9	pfam01676	Metalloenzyme	262
637516856	515	100	87	308	1	223	9.4e-80	266.8	pfam06415	iPGM_N	223
637516857	393	100	206	368	2	164	2.6e-45	153.5	pfam03572	Peptidase_S41	167
637516858	471	100	8	118	1	111	7.9e-24	83.5	pfam00072	Response_reg	112
637516858	471	100	140	307	1	168	3.0e-66	221.7	pfam00158	Sigma54_activat	168
637516858	471	100	423	464	2	42	7.3e-15	53.9	pfam02954	HTH_8	42
637516859	526	100	315	379	1	66	9.9e-12	44.3	pfam00512	HisKA	68
637516859	526	100	418	523	2	107	4.1e-18	64.8	pfam02518	HATPase_c	111
637516860	211	100	4	116	1	112	1.3e-28	98.9	pfam00072	Response_reg	112
637516860	211	100	146	203	2	58	1.4e-18	65.6	pfam00196	GerE	58
637516861	352	100	97	330	3	240	5.5e-62	208.8	pfam00768	Peptidase_S11	241
637516862	379	100	27	343	1	297	4.6e-57	193.1	pfam00291	PALP	297
637516863	437	100	14	131	1	117	4.1e-21	75.2	pfam03447	NAD_binding_3	117
637516863	437	100	139	317	1	179	2.4e-67	225.7	pfam00742	Homoserine_dh	179
637516863	437	100	356	422	1	65	1.5e-12	46.4	pfam01842	ACT	66
637516864	270	100	61	117	1	57	8.0e-15	53.5	pfam10411	DsbC_N	57
637516865	305	100	21	99	1	83	2.5e-11	43.2	pfam02899	Phage_integr_N	84
637516865	305	100	120	293	3	171	1.8e-48	164.1	pfam00589	Phage_integrase	173
637516866	87	100	1	81	1	72	4.7e-14	51.7	pfam04023	FeoA	74
637516867	617	100	5	202	2	163	1.9e-60	203	pfam02421	FeoB_N	189
637516867	617	100	281	377	3	108	2.9e-13	49.3	pfam07670	Gate	109
637516867	617	100	393	446	1	54	5.7e-15	54.1	pfam07664	FeoB_C	54
637516867	617	100	451	587	1	109	3.6e-24	84.4	pfam07670	Gate	109
637516869	455	100	117	290	1	187	4.0e-40	137.5	pfam08245	Mur_ligase_M	188
637516869	455	100	310	395	2	80	3.2e-08	33.2	pfam02875	Mur_ligase_C	91
637516870	399	100	31	389	4	358	4.0e-102	341.3	pfam01098	FTSW_RODA_SPOVE	359
637516871	292	100	8	256	5	254	9.8e-47	158.8	pfam00749	tRNA-synt_1c	314
637516872	179	100	137	175	1	34	8.7e-10	37.8	pfam01258	zf-dskA_traR	36
637516873	269	100	12	201	3	199	6.8e-13	48.1	pfam00149	Metallophos	200
637516873	269	100	207	244	2	37	6.7e-16	57.2	pfam08413	Metallophos_C	38
637516874	206	100	55	196	2	131	2.6e-11	43	pfam00293	NUDIX	135
637516875	631	100	143	590	1	420	0.0e+00	689	pfam01964	ThiC	421
637516876	455	100	24	224	4	188	2.8e-25	88.7	pfam02321	OEP	188
637516876	455	100	248	434	1	188	2.2e-30	105.3	pfam02321	OEP	188
637516877	241	100	27	115	2	87	6.0e-14	51.9	pfam01895	PhoU	88
637516877	241	100	131	216	3	88	6.9e-17	61.3	pfam01895	PhoU	88
637516878	90	100	1	89	1	87	1.2e-38	130	pfam04362	Iron_traffic	88
637516879	477	100	22	316	1	312	5.3e-80	268.6	pfam00206	Lyase_1	312
637516880	383	100	192	272	2	82	1.2e-25	88.8	pfam06580	His_kinase	82
637516881	246	100	3	112	1	109	4.8e-24	84.2	pfam00072	Response_reg	112
637516881	246	100	147	244	4	97	2.6e-21	75.2	pfam04397	LytTR	98
637516882	311	100	8	220	2	213	5.6e-90	299.6	pfam01379	Porphobil_deam	214
637516882	311	100	228	301	2	76	7.6e-22	76.9	pfam03900	Porphobil_deamC	76
637516883	256	100	13	234	1	208	1.8e-26	92.5	pfam02602	HEM4	229
637516886	146	100	23	103	1	76	4.9e-14	51.9	pfam03061	4HBT	79
637516887	108	100	11	103	1	93	3.8e-21	75.1	pfam00816	Histone_HNS	93
637516888	247	100	1	217	3	205	9.3e-24	83.7	pfam01203	GSPII_N	252
637516890	772	100	128	188	1	78	5.4e-08	32.6	pfam03958	Secretin_N	83
637516890	772	100	191	261	1	82	8.2e-14	51.2	pfam03958	Secretin_N	83
637516890	772	100	266	395	2	83	2.5e-13	49.7	pfam03958	Secretin_N	83
637516890	772	100	487	652	1	165	1.6e-49	167.2	pfam00263	Secretin	166
637516891	218	100	24	88	2	67	1.7e-18	66.1	pfam00498	FHA	68
637516892	234	100	23	202	3	192	2.8e-23	82.7	pfam00702	Hydrolase	192
637516893	497	100	27	173	1	140	1.3e-33	115.6	pfam04715	Anth_synt_I_N	140
