gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
638078091	286	100	19	120	2	107	2.0e-37	126.9	pfam02678	Pirin	107
638078091	286	100	179	280	1	103	3.4e-33	113.5	pfam05726	Pirin_C	104
638078092	334	100	170	281	19	95	1.0e-09	37.9	pfam00043	GST_C	95
638078093	198	100	1	197	1	192	1.2e-48	164.9	pfam02525	Flavodoxin_2	196
638078094	312	100	7	66	1	60	4.1e-15	54.9	pfam00126	HTH_1	60
638078094	312	100	90	291	2	208	3.3e-27	94.6	pfam03466	LysR_substrate	209
638078096	437	100	223	289	3	66	5.6e-08	32.3	pfam00512	HisKA	68
638078096	437	100	331	434	7	110	5.1e-19	67.7	pfam02518	HATPase_c	111
638078097	220	100	3	113	1	111	5.6e-20	71.1	pfam00072	Response_reg	112
638078097	220	100	145	216	2	77	1.6e-19	69.2	pfam00486	Trans_reg_C	77
638078098	308	100	169	299	4	136	6.5e-16	57.8	pfam08534	Redoxin	146
638078100	443	100	72	400	1	328	2.1e-10	40.5	pfam01979	Amidohydro_1	328
638078101	337	100	20	166	1	141	1.2e-38	131.6	pfam02729	OTCace_N	142
638078101	337	100	171	319	1	157	2.0e-41	141.2	pfam00185	OTCace	158
638078102	182	100	8	131	8	125	8.5e-18	63.9	pfam00156	Pribosyltran	125
638078103	197	100	7	180	2	186	8.6e-32	109.7	pfam00033	Cytochrom_B_N	188
638078104	198	100	31	196	2	157	9.0e-40	135.9	pfam04264	YceI	159
638078105	271	100	146	269	2	124	1.4e-41	141.1	pfam11738	DUF3298	126
638078106	148	100	7	147	1	140	1.4e-68	228.8	pfam11071	DUF2872	141
638078108	305	100	25	259	4	227	1.6e-28	99.7	pfam01636	APH	238
638078109	342	100	113	319	1	210	2.4e-64	216.5	pfam07859	Abhydrolase_3	211
638078110	157	100	4	154	2	146	1.7e-33	114.9	pfam08534	Redoxin	146
638078112	698	100	40	156	3	117	6.7e-27	93.2	pfam08487	VIT	118
638078112	698	100	319	487	3	172	1.3e-11	44.2	pfam00092	VWA	179
638078114	161	100	1	160	1	160	2.8e-63	212.2	pfam04461	DUF520	160
638078117	243	100	21	205	26	183	8.0e-15	54.4	pfam00117	GATase	192
638078120	201	100	16	62	2	45	2.4e-08	33.1	pfam00440	TetR_N	47
638078121	606	100	3	368	30	352	1.7e-12	46.4	pfam07690	MFS_1	353
638078121	606	100	422	551	2	134	1.6e-21	75.9	pfam01553	Acyltransferase	135
638078124	178	100	7	177	2	187	1.7e-23	82.6	pfam00033	Cytochrom_B_N	188
638078125	140	100	3	134	3	112	5.2e-27	93.5	pfam00472	RF-1	114
638078127	318	100	28	102	2	60	2.5e-05	23.6	pfam08240	ADH_N	109
638078127	318	100	159	279	1	107	5.3e-12	45.1	pfam00107	ADH_zinc_N	130
638078129	744	100	52	147	1	99	5.8e-10	38.9	pfam02566	OsmC	99
638078129	744	100	224	558	1	331	9.0e-73	245.3	pfam02624	YcaO	332
638078130	154	100	12	67	3	56	2.7e-03	17.8	pfam01814	Hemerythrin	59
638078130	154	100	69	123	2	55	1.1e-04	22.3	pfam01814	Hemerythrin	59
638078132	233	100	31	233	1	206	4.8e-48	163.1	pfam01557	FAA_hydrolase	217
638078133	465	100	43	182	2	137	4.6e-39	132.7	pfam01565	FAD_binding_4	138
638078133	465	100	218	462	2	249	7.5e-63	211.8	pfam02913	FAD-oxidase_C	249
638078134	409	100	13	326	1	150	1.2e-35	122	pfam00389	2-Hacid_dh	150
638078134	409	100	117	294	1	178	3.0e-51	172.7	pfam02826	2-Hacid_dh_C	178
638078134	409	100	339	401	6	64	8.6e-05	21.6	pfam01842	ACT	66
638078136	132	100	39	132	3	94	5.2e-31	105.7	pfam07233	DUF1425	94
638078138	430	100	132	279	10	144	3.6e-15	55.3	pfam03783	CsgG	209
638078140	200	100	61	193	1	119	1.1e-21	76.6	pfam04982	HPP	121
638078141	595	100	8	376	2	380	1.2e-64	217.9	pfam00999	Na_H_Exchanger	383
638078141	595	100	402	517	1	115	5.4e-24	84.1	pfam02254	TrkA_N	116
638078142	725	100	88	189	2	105	2.1e-12	47	pfam07715	Plug	108
638078142	725	100	495	724	2	277	5.4e-29	101.6	pfam00593	TonB_dep_Rec	277
638078144	148	100	10	148	1	135	6.4e-11	42.2	pfam10604	Polyketide_cyc2	139
638078145	179	100	71	149	5	82	2.2e-09	36.9	pfam00583	Acetyltransf_1	83
638078146	561	100	37	545	2	509	0.0e+00	538.7	pfam01019	G_glu_transpept	510
638078147	186	100	29	158	1	156	4.2e-22	78.5	pfam01467	CTP_transf_2	157
638078148	85	100	2	74	2	57	8.6e-10	38.1	pfam01527	Transposase_8	76
638078149	154	100	2	102	25	120	1.2e-20	73.5	pfam00665	rve	120
638078150	293	100	36	230	11	179	2.8e-42	143.9	pfam01163	RIO1	187
638078151	536	100	38	303	2	297	2.9e-47	160.9	pfam00732	GMC_oxred_N	298
638078151	536	100	388	526	76	144	1.5e-14	54.1	pfam05199	GMC_oxred_C	145
638078152	177	100	4	29	2	25	1.8e-04	20.9	pfam10518	TAT_signal	26
638078153	480	100	10	450	35	460	6.3e-89	298.1	pfam00171	Aldedh	462
638078154	233	100	8	54	1	45	1.7e-13	49.6	pfam00440	TetR_N	47
638078155	389	100	109	372	4	218	7.0e-12	45	pfam00561	Abhydrolase_1	231
638078156	240	100	17	236	2	225	1.9e-70	236.2	pfam04452	Methyltrans_RNA	225
638078157	138	100	61	115	1	55	8.7e-25	86.1	pfam06961	DUF1294	55
638078158	289	100	20	143	2	124	1.5e-05	24.7	pfam00892	EamA	126
638078158	289	100	150	283	5	125	1.7e-11	43.9	pfam00892	EamA	126
638078159	191	100	37	173	21	147	2.4e-15	56	pfam01965	DJ-1_PfpI	148
638078160	223	100	14	216	3	209	1.1e-51	174.7	pfam06912	DUF1275	209
638078161	180	100	23	169	3	128	2.6e-24	85.2	pfam00903	Glyoxalase	128
638078162	319	100	23	228	2	179	4.7e-33	114.2	pfam01145	Band_7	179
638078163	157	100	8	146	2	142	9.1e-27	93.6	pfam01957	NfeD	144
638078164	182	100	18	159	7	76	1.7e-13	50.1	pfam00254	FKBP_C	96
638078165	184	100	5	178	3	188	1.0e-24	86.6	pfam00033	Cytochrom_B_N	188
638078166	332	100	6	294	22	294	6.7e-40	136.4	pfam03279	Lip_A_acyltrans	295
638078168	151	100	9	144	4	133	3.0e-09	36.1	pfam01584	CheW	138
638078169	343	100	147	327	1	181	1.1e-39	135.4	pfam01339	CheB_methylest	182
638078170	2336	100	14	114	3	88	3.2e-07	29.9	pfam01627	Hpt	90
638078170	2336	100	656	790	1	87	5.0e-13	48.5	pfam01627	Hpt	90
638078170	2336	100	949	1050	2	87	1.2e-08	34.5	pfam01627	Hpt	90
638078170	2336	100	1245	1344	1	89	3.0e-20	71.7	pfam01627	Hpt	90
638078170	2336	100	1392	1493	1	89	2.0e-18	65.8	pfam01627	Hpt	90
638078170	2336	100	1566	1667	1	88	9.5e-13	47.6	pfam01627	Hpt	90
638078170	2336	100	1714	1786	2	56	3.3e-08	33.4	pfam02895	H-kinase_dim	68
638078170	2336	100	1899	2039	3	110	1.3e-20	72.8	pfam02518	HATPase_c	111
638078170	2336	100	2044	2180	2	137	5.2e-21	74.2	pfam01584	CheW	138
638078170	2336	100	2212	2324	1	111	2.6e-26	91.5	pfam00072	Response_reg	112
638078171	292	100	18	75	3	51	2.8e-10	39	pfam03705	CheR_N	57
638078171	292	100	90	288	1	189	4.4e-50	169.3	pfam01739	CheR	196
638078172	675	100	461	672	10	212	5.2e-50	169.6	pfam00015	MCPsignal	213
638078173	182	100	37	174	3	136	2.8e-26	91.3	pfam01584	CheW	138
638078174	122	100	4	116	1	112	8.2e-25	86.6	pfam00072	Response_reg	112
638078175	127	100	10	122	1	111	1.3e-26	92.4	pfam00072	Response_reg	112
638078176	317	100	3	121	1	119	8.3e-47	157.5	pfam02951	GSH-S_N	119
638078176	317	100	125	301	1	174	2.9e-75	250.9	pfam02955	GSH-S_ATP	176
638078177	292	100	205	285	4	71	4.5e-11	42.5	pfam03544	TonB	79
638078178	188	100	16	175	1	161	1.4e-52	177.2	pfam02622	DUF179	161
638078179	133	100	1	128	3	133	1.6e-37	128.3	pfam03652	UPF0081	135
638078180	325	100	127	239	2	113	2.8e-18	66	pfam04116	FA_hydroxylase	114
638078181	336	100	289	328	6	41	2.2e-07	30.1	pfam00165	HTH_AraC	42
638078182	281	100	24	274	1	251	2.5e-61	206.9	pfam00756	Esterase	252
638078183	369	100	27	155	2	109	1.9e-28	98	pfam08240	ADH_N	109
638078183	369	100	197	332	1	122	4.7e-22	77.6	pfam00107	ADH_zinc_N	130
638078184	290	100	4	63	2	59	2.3e-20	71.7	pfam00126	HTH_1	60
638078184	290	100	87	289	1	208	8.5e-46	155.3	pfam03466	LysR_substrate	209
638078185	276	100	11	217	76	192	5.0e-15	55.8	pfam00702	Hydrolase	192
638078186	489	100	53	471	1	434	3.6e-85	286.1	pfam01425	Amidase	435
638078187	234	100	21	83	1	64	7.7e-18	63.4	pfam00392	GntR	64
638078187	234	100	93	234	1	88	9.6e-06	25.6	pfam07729	FCD	125
638078188	382	100	113	344	8	235	3.6e-28	98.3	pfam00487	FA_desaturase	257
638078189	366	100	206	366	13	153	5.5e-09	35.9	pfam00419	Fimbrial	153
638078190	244	100	30	152	2	121	4.1e-38	129.6	pfam00345	Pili_assembly_N	122
638078190	244	100	172	238	2	65	3.0e-06	26.6	pfam02753	Pili_assembly_C	68
638078191	820	100	35	799	2	781	0.0e+00	672.5	pfam00577	Usher	783
638078192	181	100	25	181	1	151	2.3e-10	40.3	pfam00419	Fimbrial	153
638078193	483	100	152	481	2	339	6.5e-61	205.4	pfam02386	TrkH	339
638078194	458	100	3	125	1	116	1.2e-26	92.7	pfam02254	TrkA_N	116
638078194	458	100	155	226	2	70	4.4e-13	48.3	pfam02080	TrkA_C	71
638078194	458	100	235	350	1	116	1.2e-23	83	pfam02254	TrkA_N	116
638078194	458	100	385	452	8	58	4.6e-10	38.6	pfam02080	TrkA_C	71
638078195	447	100	14	137	3	133	1.2e-17	63.7	pfam01029	NusB	134
638078195	447	100	174	438	4	283	1.5e-59	201.3	pfam01189	Nol1_Nop2_Fmu	283
638078196	330	100	4	183	2	181	2.9e-46	156.9	pfam00551	Formyl_trans_N	181
638078196	330	100	206	306	1	99	7.4e-25	86.6	pfam02911	Formyl_trans_C	100
638078197	168	100	3	154	2	156	4.3e-57	191.6	pfam01327	Pep_deformylase	157
638078198	357	100	36	83	1	43	1.1e-13	50.5	pfam01476	LysM	44
638078199	353	100	65	273	3	211	5.1e-76	253.9	pfam02481	DNA_processg_A	212
638078200	182	100	10	182	1	177	7.0e-52	174.9	pfam01300	Sua5_yciO_yrdC	179
638078201	302	100	7	302	2	296	0.0e+00	487.9	pfam01218	Coprogen_oxidas	296
638078202	278	100	15	97	1	83	1.3e-24	85.7	pfam08501	Shikimate_dh_N	83
638078202	278	100	118	228	9	88	1.4e-11	44.2	pfam01488	Shikimate_DH	135
638078203	142	100	43	138	7	76	5.1e-09	35.3	pfam07885	Ion_trans_2	79
638078204	326	100	24	326	1	290	5.0e-77	258.2	pfam09982	DUF2219	290
638078206	677	100	222	675	1	457	0.0e+00	532.9	pfam01432	Peptidase_M3	458
638078207	66	100	2	66	1	59	2.9e-20	71.6	pfam09526	DUF2387	71
638078209	286	100	22	270	2	253	2.9e-87	292	pfam10118	Metal_hydrol	253
638078210	324	100	282	321	6	41	2.2e-07	30.1	pfam00165	HTH_AraC	42
638078211	258	100	7	101	15	91	7.8e-07	28.8	pfam00970	FAD_binding_6	99
638078211	258	100	113	231	1	108	8.3e-08	32.4	pfam00175	NAD_binding_1	109
638078212	296	100	7	66	1	60	5.0e-14	51.4	pfam00126	HTH_1	60
638078212	296	100	88	296	4	208	1.3e-50	171	pfam03466	LysR_substrate	209
638078213	261	100	26	259	2	233	3.9e-36	124.5	pfam02654	CobS	235
638078214	284	100	19	198	1	168	7.5e-35	119.4	pfam00378	ECH	170
638078215	138	100	19	129	1	110	2.4e-12	47.6	pfam04134	DUF393	113
638078219	68	100	3	68	2	66	1.5e-28	98	pfam00313	CSD	67
638078221	287	100	4	282	4	293	7.4e-38	130	pfam01297	SBP_bac_9	303
638078222	259	100	45	152	1	117	3.1e-17	62.7	pfam00005	ABC_tran	118
638078223	282	100	23	280	2	256	3.8e-70	235.8	pfam00950	ABC-3	258
638078224	429	100	15	174	1	160	8.0e-22	77.2	pfam01554	MatE	162
638078224	429	100	234	391	3	152	3.9e-09	36	pfam01554	MatE	162
638078225	388	100	23	166	18	124	1.3e-04	21.2	pfam11563	Protoglobin	196
638078225	388	100	219	370	3	156	2.6e-37	127.6	pfam00990	GGDEF	161
638078228	382	100	3	281	2	201	4.6e-33	114.1	pfam07992	Pyr_redox_2	202
638078228	382	100	144	226	2	75	4.5e-13	49	pfam00070	Pyr_redox	81
638078229	54	100	3	49	1	47	6.0e-23	80.1	pfam00301	Rubredoxin	47
638078230	204	100	6	172	5	166	2.3e-26	91.9	pfam04345	Chor_lyase	168
638078231	290	100	27	280	2	256	1.5e-41	141.9	pfam01040	UbiA	258
638078232	234	100	6	118	1	112	1.9e-30	104.8	pfam00072	Response_reg	112
638078232	234	100	150	226	2	77	3.6e-25	87.3	pfam00486	Trans_reg_C	77
638078233	436	100	1	89	2	89	1.1e-14	53.9	pfam11808	DUF3329	90
638078233	436	100	95	179	6	53	2.2e-06	27.1	pfam00989	PAS	113
638078233	436	100	202	269	1	66	2.0e-19	69	pfam00512	HisKA	68
638078233	436	100	314	425	3	110	9.2e-27	92.6	pfam02518	HATPase_c	111
638078234	703	100	62	136	1	75	7.0e-05	22.2	pfam01336	tRNA_anti	76
638078234	703	100	272	443	3	162	1.5e-18	66.4	pfam00270	DEAD	167
638078234	703	100	522	599	7	77	4.9e-13	48.4	pfam00271	Helicase_C	78
638078235	313	100	16	75	2	60	1.1e-20	72.7	pfam00126	HTH_1	60
638078235	313	100	99	310	2	204	1.9e-41	141.1	pfam03466	LysR_substrate	209
638078236	275	100	4	193	3	179	3.5e-05	23	pfam01370	Epimerase	238
638078237	163	100	3	154	3	150	9.3e-64	212.9	pfam00731	AIRC	150
638078238	368	100	101	269	1	171	3.2e-52	176	pfam02222	ATP-grasp	172
638078239	206	100	82	198	1	121	3.7e-18	65.6	pfam09335	SNARE_assoc	123
638078240	78	100	1	76	1	74	2.1e-30	104.2	pfam10982	DUF2789	74
638078241	128	100	9	127	2	118	2.5e-41	139.9	pfam01042	Ribonuc_L-PSP	121
638078242	703	100	45	144	1	118	7.9e-11	41.7	pfam01966	HD	118
638078242	703	100	235	345	1	111	1.4e-33	114.9	pfam04607	RelA_SpoT	112
638078242	703	100	388	447	2	60	4.8e-20	70.8	pfam02824	TGS	60
638078243	87	100	7	63	1	54	9.2e-17	60.2	pfam01192	RNA_pol_Rpb6	57
638078244	207	100	4	185	3	182	2.5e-53	179.9	pfam00625	Guanylate_kin	183
638078245	329	100	47	328	1	291	4.0e-64	216	pfam04952	AstE_AspA	292
638078246	561	100	41	556	1	521	0.0e+00	715.9	pfam00920	ILVD_EDD	521
638078247	292	100	6	255	1	252	7.5e-86	287.3	pfam10118	Metal_hydrol	253
638078249	311	100	54	132	1	71	2.3e-06	27.3	pfam03061	4HBT	79
638078249	311	100	222	299	3	77	1.5e-10	40.7	pfam03061	4HBT	79
638078250	516	100	28	437	1	418	3.7e-103	344.7	pfam00501	AMP-binding	418
638078251	390	100	10	125	1	113	2.5e-21	76	pfam02771	Acyl-CoA_dh_N	113
638078251	390	100	129	180	1	52	3.1e-19	67.8	pfam02770	Acyl-CoA_dh_M	52
638078251	390	100	235	388	1	149	2.5e-18	66.2	pfam00441	Acyl-CoA_dh_1	150
638078252	371	100	6	117	2	75	4.3e-09	36.6	pfam02771	Acyl-CoA_dh_N	113
638078252	371	100	229	362	19	140	1.6e-19	70.1	pfam00441	Acyl-CoA_dh_1	150
638078253	539	100	6	299	1	297	1.9e-101	338.8	pfam00732	GMC_oxred_N	298
638078253	539	100	390	526	1	145	2.4e-42	144.2	pfam05199	GMC_oxred_C	145
638078254	294	100	20	267	1	252	6.7e-80	267.8	pfam10118	Metal_hydrol	253
638078255	288	100	7	174	1	166	1.5e-33	115.7	pfam00106	adh_short	167
638078256	508	100	5	269	84	221	4.5e-16	57.8	pfam00743	FMO-like	532
638078257	318	100	73	297	4	220	4.1e-13	49	pfam00561	Abhydrolase_1	231
638078259	454	100	289	454	283	427	6.6e-09	34.3	pfam03349	Toluene_X	427
638078260	532	100	18	239	3	222	2.7e-12	45.3	pfam00743	FMO-like	532
638078261	319	100	72	271	1	209	9.5e-59	198.2	pfam07859	Abhydrolase_3	211
638078262	279	100	16	184	2	166	8.2e-31	106.8	pfam00106	adh_short	167
638078263	310	100	13	266	2	253	4.4e-75	252	pfam10118	Metal_hydrol	253
638078264	201	100	19	65	2	45	9.5e-15	53.6	pfam00440	TetR_N	47
638078264	201	100	67	197	12	130	1.1e-05	25.1	pfam08359	TetR_C_4	133
638078265	371	100	329	368	2	42	1.4e-07	30.8	pfam00165	HTH_AraC	42
638078266	106	100	6	91	4	77	1.2e-10	40.6	pfam00111	Fer2	77
638078267	470	100	257	466	319	431	1.5e-19	69.6	pfam00067	p450	458
638078268	545	100	6	302	1	297	1.0e-88	297	pfam00732	GMC_oxred_N	298
638078268	545	100	396	532	1	144	7.8e-42	142.6	pfam05199	GMC_oxred_C	145
638078269	410	100	8	288	3	201	6.1e-43	146.3	pfam07992	Pyr_redox_2	202
638078269	410	100	150	234	1	78	1.8e-18	66.3	pfam00070	Pyr_redox	81
638078270	230	100	26	143	2	113	1.1e-19	70.4	pfam01841	Transglut_core	113
638078271	287	100	2	155	1	158	4.2e-42	143.4	pfam03755	YicC_N	159
638078271	287	100	202	287	1	87	1.7e-35	120.4	pfam08340	DUF1732	87
638078272	238	100	10	141	1	129	3.4e-24	85.3	pfam01138	RNase_PH	132
638078272	238	100	157	224	1	68	2.9e-09	36.4	pfam03725	RNase_PH_C	68
638078273	222	100	39	156	4	124	2.0e-12	46.6	pfam00156	Pribosyltran	125
638078275	194	100	12	58	16	45	5.4e-09	35.2	pfam00440	TetR_N	47
638078276	299	100	26	275	2	243	2.0e-40	138.5	pfam00696	AA_kinase	243
638078277	784	100	331	465	3	135	1.3e-32	111.8	pfam02878	PGM_PMM_I	138
638078277	784	100	477	575	2	105	2.3e-24	85.3	pfam02879	PGM_PMM_II	105
638078277	784	100	579	689	2	104	1.3e-20	73.1	pfam02880	PGM_PMM_III	111
638078277	784	100	697	774	13	72	3.3e-12	45.9	pfam00408	PGM_PMM_IV	73
638078278	150	100	14	148	3	129	4.3e-38	129.3	pfam00692	dUTPase	129
638078279	399	100	7	124	1	122	8.3e-35	118.7	pfam02441	Flavoprotein	122
638078279	399	100	186	382	3	187	1.7e-46	158	pfam04127	DFP	199
638078280	224	100	102	224	2	122	8.4e-45	151.1	pfam04002	DUF2466	123
638078281	78	100	3	63	1	61	5.9e-30	102.5	pfam00830	Ribosomal_L28	61
638078282	55	100	6	53	1	48	2.5e-21	75.3	pfam00471	Ribosomal_L33	48
638078285	406	100	203	364	1	165	5.8e-41	139.4	pfam00263	Secretin	166
638078287	390	100	66	356	5	280	5.0e-82	274.6	pfam00437	GSPII_E	282
638078288	268	100	98	225	5	120	2.0e-07	30.6	pfam00482	GSPII_F	124
638078289	286	100	144	274	1	122	7.6e-11	41.7	pfam00482	GSPII_F	124
638078293	72	100	2	71	2	61	3.9e-09	36	pfam01527	Transposase_8	76
638078295	128	100	5	116	6	128	4.7e-05	23	pfam00903	Glyoxalase	128
638078296	217	100	88	192	26	95	4.5e-09	35.8	pfam00043	GST_C	95
638078298	694	100	16	499	1	482	0.0e+00	617.5	pfam02028	BCCT	485
638078299	239	100	27	239	1	198	9.9e-50	169.2	pfam11445	DUF2894	199
638078300	213	100	92	196	1	97	5.0e-17	61.7	pfam00691	OmpA	97
638078301	748	100	318	370	1	53	8.7e-09	35	pfam05650	DUF802	53
638078301	748	100	442	494	1	53	1.1e-06	28.3	pfam05650	DUF802	53
638078302	295	100	37	276	2	243	6.7e-77	257.9	pfam11828	DUF3348	245
638078304	409	100	10	358	3	322	1.5e-22	79.3	pfam03600	CitMHS	349
638078305	429	100	51	408	1	285	4.1e-98	327.9	pfam09375	Peptidase_M75	285
638078306	464	100	26	134	8	90	2.2e-08	32.5	pfam06537	DUF1111	499
638078306	464	100	152	464	206	499	1.3e-104	349.9	pfam06537	DUF1111	499
638078307	345	100	36	325	2	282	3.5e-47	160.7	pfam09375	Peptidase_M75	285
638078308	370	100	63	370	1	303	1.4e-105	352.2	pfam07433	DUF1513	305
638078310	138	100	6	43	1	38	2.1e-14	52.4	pfam00376	MerR	38
638078310	138	100	48	108	1	63	7.6e-17	61.1	pfam09278	MerR-DNA-bind	65
638078311	207	100	20	197	1	193	9.8e-15	54	pfam01545	Cation_efflux	285
638078314	428	100	105	406	4	305	3.9e-18	65.4	pfam00529	HlyD	306
638078315	644	100	47	172	1	117	5.9e-23	81.1	pfam00005	ABC_tran	118
638078315	644	100	467	637	2	175	2.5e-25	88.5	pfam02687	FtsX	175
638078316	461	100	62	245	1	188	1.2e-30	106.2	pfam02321	OEP	188
638078316	461	100	268	452	4	188	3.8e-29	101.3	pfam02321	OEP	188
638078317	290	100	1	273	17	297	4.0e-53	180.4	pfam00850	Hist_deacetyl	306
638078318	126	100	10	120	1	103	6.0e-20	71	pfam01903	CbiX	105
638078319	388	100	1	258	1	263	4.6e-67	225.4	pfam00108	Thiolase_N	264
638078319	388	100	265	387	1	122	4.7e-43	145.2	pfam02803	Thiolase_C	123
638078320	718	100	122	259	1	118	1.3e-15	57.5	pfam00005	ABC_tran	118
638078320	718	100	437	544	1	118	5.2e-12	45.8	pfam00005	ABC_tran	118
638078321	158	100	9	114	2	108	1.4e-27	95.6	pfam09523	DUF2390	109
638078322	424	100	27	372	3	339	1.5e-109	365.6	pfam00202	Aminotran_3	339
638078324	236	100	7	129	11	124	4.4e-33	113.6	pfam01346	FKBP_N	124
638078324	236	100	134	226	5	96	1.3e-26	92.1	pfam00254	FKBP_C	96
638078325	166	100	1	157	1	152	1.7e-48	163.8	pfam04353	Rsd_AlgQ	153
638078326	245	100	26	241	1	214	7.1e-67	224.4	pfam04172	LrgB	215
638078327	127	100	11	106	1	95	1.0e-21	76.1	pfam03788	LrgA	96
638078328	167	100	1	162	4	155	1.1e-48	164.6	pfam02600	DsbB	156
638078329	525	100	5	386	2	377	0.0e+00	515.3	pfam04262	Glu_cys_ligase	377
638078330	790	100	8	200	1	192	6.7e-82	273.1	pfam09371	Tex_N	193
638078330	790	100	646	719	4	74	1.7e-21	75.7	pfam00575	S1	74
638078331	120	100	4	116	1	112	7.9e-29	99.6	pfam00072	Response_reg	112
638078332	1203	100	7	1029	3	1020	0.0e+00	525.8	pfam00873	ACR_tran	1021
638078333	454	100	68	276	1	227	4.7e-19	68.5	pfam00529	HlyD	306
638078334	236	100	8	118	1	111	3.2e-29	100.8	pfam00072	Response_reg	112
638078334	236	100	157	233	3	77	8.1e-22	76.6	pfam00486	Trans_reg_C	77
638078335	439	100	150	220	3	70	3.2e-11	42.9	pfam00672	HAMP	70
638078335	439	100	224	282	4	67	7.0e-11	41.6	pfam00512	HisKA	68
638078335	439	100	319	425	5	110	1.9e-23	82	pfam02518	HATPase_c	111
638078336	401	100	338	394	2	57	9.0e-12	44.5	pfam01471	PG_binding_1	57
638078337	216	100	5	120	1	116	4.1e-23	81.2	pfam02254	TrkA_N	116
638078337	216	100	148	216	4	68	6.8e-08	31.6	pfam02080	TrkA_C	71
638078338	453	100	124	439	2	335	6.7e-65	218.6	pfam02386	TrkH	339
638078339	309	100	26	286	4	257	1.4e-55	188.1	pfam03631	Ribonuclease_BN	258
638078340	430	100	5	315	1	198	6.0e-31	107.2	pfam07992	Pyr_redox_2	202
638078340	430	100	167	258	1	67	4.5e-11	42.6	pfam00070	Pyr_redox	81
638078341	514	100	2	468	5	466	0.0e+00	694.1	pfam01293	PEPCK_ATP	467
638078342	284	100	2	273	1	282	1.4e-90	302.9	pfam01430	HSP33	282
638078343	128	100	4	50	1	48	9.3e-09	34.2	pfam01479	S4	48
638078344	217	100	7	183	1	182	3.2e-16	59.7	pfam00702	Hydrolase	192
638078345	181	100	43	174	5	133	2.4e-11	43.1	pfam00293	NUDIX	135
638078346	273	100	8	265	11	252	2.2e-54	184.2	pfam00459	Inositol_P	272
